name,platform,publisher,developer,Total_Shipped,year
Super Robot Wars X,PS4,Bandai Namco Games,Bandai Namco,0.13,2018
Pro Yakyuu Famista Evolution,NS,Bandai Namco Games,Bandai Namco Games,0.12,2018
Super Robot Wars X,PSV,Bandai Namco Games,Bandai Namco,0.07,2018
Girls und Panzer: Dream Tank Match,PS4,Bandai Namco Games,Bandai Namco Games,0.06,2018
Gintama Ranbu,PS4,Bandai Namco Games,Bandai Namco Games,0.06,2018
SD Gundam G Generation Genesis,NS,Bandai Namco Games,Bandai Namco,0.04,2018
Naruto Shippuden: Ultimate Ninja Storm Trilogy,NS,Bandai Namco Games,CyberConnect2,0.03,2018
Kamen Rider: Climax Scramble Zi-O,NS,Bandai Namco Games,Bandai Namco Games,0.03,2018
Record of Grancrest War,PS4,Bandai Namco Games,Bandai Namco,0.03,2018
Super Run For Money Tousouchuu & Sentouchuu,NS,Bandai Namco Games,Bandai Namco Games,0.02,2018
Cats Together,NS,Bandai Namco Games,Bandai Namco Games,0.02,2018
Cats Together,3DS,Bandai Namco Games,Bandai Namco Games,0.02,2018
Gotouchi Tetsudou for Nintendo Switch!!,NS,Bandai Namco Games,Grounding Inc.,0.02,2018
Billion Road,NS,Bandai Namco Games,Bandai Namco Games,0.01,2018
Nari Kids Park: Hugtto! PreCure,NS,Bandai Namco Games,Bandai Namco Games,0.01,2018
Fishing Spirits,NS,Bandai Namco Games,Bandai Namco Games,0.5,2019
The Elder Scrolls III: Morrowind,XB,Bethesda Softworks,Bethesda Softworks,2.86,2002
IHRA Drag Racing 2,PS2,Bethesda Softworks,Bethesda Softworks,1.31,2002
The Elder Scrolls III: Morrowind Game of the Year Edition,XB,Bethesda Softworks,Bethesda Softworks,1.03,2003
Pirates of the Caribbean,XB,Bethesda Softworks,Akella,0.29,2003
IHRA Drag Racing 2004,XB,Bethesda Softworks,Bethesda Softworks,0.2,2003
IHRA Professional Drag Racing 2005,PS2,Bethesda Softworks,Bethesda Softworks,0.19,2004
IHRA Professional Drag Racing 2005,XB,Bethesda Softworks,Bethesda Softworks,0.06,2004
NTRA Breeders' Cup World Thoroughbred Championships,PS2,Bethesda Softworks,4J Studios,0.13,2005
NTRA Breeders' Cup World Thoroughbred Championships,XB,Bethesda Softworks,4J Studios,0.06,2005
Pirates of the Caribbean: The Legend of Jack Sparrow,PS2,Bethesda Softworks,California Seven Studios,0.25,2006
Star Trek: Legacy,X360,Bethesda Softworks,Mad Doc Software,0.18,2006
IHRA Drag Racing: Sportsman Edition,PS2,Bethesda Softworks,Bethesda Softworks,0.08,2006
Star Trek: Tactical Assault,DS,Bethesda Softworks,"Quicksilver Software, Inc.",0.06,2006
Star Trek: Tactical Assault,PSP,Bethesda Softworks,"Quicksilver Software, Inc.",0.03,2006
Star Trek: Legacy,PC,Bethesda Softworks,Mad Doc Software,0.02,2006
IHRA Drag Racing: Sportsman Edition,XB,Bethesda Softworks,Bethesda Softworks,0.02,2006
AMF Xtreme Bowling,XB,Bethesda Softworks,Mud Duck Productions,0.01,2006
The Elder Scrolls IV: Oblivion,PS3,Bethesda Softworks,4J Studios,3.12,2007
The Elder Scrolls IV: Shivering Isles,X360,Bethesda Softworks,Bethesda Softworks,0.18,2007
Star Trek: Conquest,Wii,Bethesda Softworks,Bethesda Softworks,0.12,2007
Star Trek: Conquest,PS2,Bethesda Softworks,Bethesda Softworks,0.11,2007
The Elder Scrolls IV: Shivering Isles,PS3,Bethesda Softworks,Bethesda Softworks,0.07,2007
Fallout 3,X360,Bethesda Softworks,Bethesda Game Studios,4.96,2008
Fallout 3,PS3,Bethesda Softworks,Bethesda Game Studios,4.0,2008
Fallout 3,PC,Bethesda Softworks,Bethesda Game Studios,0.98,2008
Command & Conquer: Red Alert 3,X360,Bethesda Softworks,EA Los Angeles,0.45,2008
AMF Bowling World Lanes,Wii,Bethesda Softworks,Vir2L Studios,0.35,2008
Wet,PS3,Bethesda Softworks,Artificial Mind and Movement,0.62,2009
Wet,X360,Bethesda Softworks,Artificial Mind and Movement,0.5,2009
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,X360,Bethesda Softworks,Bethesda Softworks,0.24,2009
Rogue Warrior,PS3,Bethesda Softworks,Rebellion Developments,0.13,2009
Rogue Warrior,X360,Bethesda Softworks,Rebellion Developments,0.11,2009
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,Bethesda Softworks,Bethesda Softworks,0.1,2009
Fallout 3: Game of the Year Edition,PC,Bethesda Softworks,Bethesda Softworks,0.01,2009
Fallout: New Vegas,PC,Bethesda Softworks,Obsidian Entertainment,5.22,2010
Fallout: New Vegas,X360,Bethesda Softworks,Obsidian Entertainment,4.08,2010
Fallout: New Vegas,PS3,Bethesda Softworks,Obsidian Entertainment,3.17,2010
The Elder Scrolls V: Skyrim,X360,Bethesda Softworks,Bethesda Game Studios,8.88,2011
The Elder Scrolls V: Skyrim,PS3,Bethesda Softworks,Bethesda Game Studios,6.49,2011
The Elder Scrolls V: Skyrim,PC,Bethesda Softworks,Bethesda Game Studios,3.99,2011
Rage,X360,Bethesda Softworks,id Software,1.6,2011
Rage,PS3,Bethesda Softworks,id Software,1.32,2011
Brink,X360,Bethesda Softworks,Splash Damage,1.04,2011
Brink,PS3,Bethesda Softworks,Splash Damage,0.73,2011
Rage,PC,Bethesda Softworks,id Software,0.37,2011
Hunted: The Demon's Forge,PS3,Bethesda Softworks,InXile Entertainment,0.25,2011
Hunted: The Demon's Forge,X360,Bethesda Softworks,InXile Entertainment,0.22,2011
Brink,PC,Bethesda Softworks,Splash Damage,0.18,2011
Hunted: The Demon's Forge,PC,Bethesda Softworks,InXile Entertainment,0.05,2011
Doom 3 BFG Edition,PC,Bethesda Softworks,Unknown,0.6,2012
Doom 3 BFG Edition,PS3,Bethesda Softworks,Unknown,0.58,2012
Doom 3 BFG Edition,X360,Bethesda Softworks,id Software,0.48,2012
Fallout: New Vegas Ultimate Edition,PC,Bethesda Softworks,Obsidian Entertainment,0.03,2012
Dishonored,X360,Bethesda Softworks,Arkane Studios,1.72,2013
Dishonored,PS3,Bethesda Softworks,Arkane Studios,1.55,2013
Dishonored,PC,Bethesda Softworks,Arkane Studios,0.51,2013
The Evil Within,PS4,Bethesda Softworks,Tango Gameworks,1.86,2014
Wolfenstein: The New Order,PC,Bethesda Softworks,MachineGames,1.82,2014
Wolfenstein: The New Order,PS4,Bethesda Softworks,MachineGames,1.61,2014
The Elder Scrolls Online,PC,Bethesda Softworks,ZeniMax Online Studios,1.02,2014
The Evil Within,PS3,Bethesda Softworks,Tango Gameworks,0.87,2014
Wolfenstein: The New Order,XOne,Bethesda Softworks,MachineGames,0.75,2014
The Evil Within,PC,Bethesda Softworks,Tango Gameworks,0.74,2014
The Evil Within,XOne,Bethesda Softworks,Tango Gameworks,0.69,2014
The Evil Within,X360,Bethesda Softworks,Tango Gameworks,0.49,2014
Wolfenstein: The New Order,PS3,Bethesda Softworks,MachineGames,0.46,2014
Wolfenstein: The New Order,X360,Bethesda Softworks,MachineGames,0.38,2014
Fallout 4,PS4,Bethesda Softworks,Bethesda Game Studios,8.48,2015
Fallout 4,PC,Bethesda Softworks,Bethesda Game Studios,6.6,2015
Fallout 4,XOne,Bethesda Softworks,Bethesda Game Studios,5.03,2015
The Elder Scrolls Online: Tamriel Unlimited,PS4,Bethesda Softworks,ZeniMax Online Studios,2.05,2015
The Elder Scrolls Online: Tamriel Unlimited,XOne,Bethesda Softworks,ZeniMax Online Studios,1.38,2015
Wolfenstein: The Old Blood,PC,Bethesda Softworks,MachineGames,0.6,2015
Wolfenstein: The Old Blood,PS4,Bethesda Softworks,MachineGames,0.48,2015
Dishonored: Definitive Edition,PS4,Bethesda Softworks,Arkane Studios,0.42,2015
Dishonored: Definitive Edition,XOne,Bethesda Softworks,Arkane Studios,0.19,2015
Wolfenstein: The Old Blood,XOne,Bethesda Softworks,MachineGames,0.15,2015
Fallout Anthology,PC,Bethesda Softworks,Bethesda Softworks,0.01,2015
The Elder Scrolls V: Skyrim Special Edition,PS4,Bethesda Softworks,Bethesda Softworks,3.36,2016
Doom (2016),PS4,Bethesda Softworks,id Software,2.92,2016
Dishonored 2,PS4,Bethesda Softworks,Arkane Studios,1.97,2016
The Elder Scrolls V: Skyrim Special Edition,XOne,Bethesda Softworks,Bethesda Softworks,1.83,2016
Doom (2016),XOne,Bethesda Softworks,id Software,1.45,2016
Dishonored 2,XOne,Bethesda Softworks,Arkane Studios,0.86,2016
Doom (2016),PC,Bethesda Softworks,id Software,0.38,2016
Dishonored 2,PC,Bethesda Softworks,Arkane Studios,0.26,2016
Wolfenstein II: The New Colossus,PS4,Bethesda Softworks,MachineGames,1.36,2017
The Elder Scrolls V: Skyrim,NS,Bethesda Softworks,Bethesda Softworks,1.15,2017
The Elder Scrolls V: Skyrim VR,PS4,Bethesda Softworks,Bethesda Softworks,1.13,2017
The Evil Within 2,PS4,Bethesda Softworks,Tango Gameworks,1.05,2017
Prey (2017),PS4,Bethesda Softworks,Arkane Studios,1.04,2017
Prey (2017),PC,Bethesda Softworks,Arkane Studios,0.7,2017
Wolfenstein II: The New Colossus,XOne,Bethesda Softworks,MachineGames,0.7,2017
DOOM VFR,PS4,Bethesda Softworks,id Software,0.56,2017
Wolfenstein II: The New Colossus,PC,Bethesda Softworks,MachineGames,0.55,2017
Prey (2017),XOne,Bethesda Softworks,Arkane Studios,0.45,2017
Doom (2016),NS,Bethesda Softworks,id Software,0.43,2017
The Evil Within 2,XOne,Bethesda Softworks,Tango Gameworks,0.39,2017
Dishonored: Death of the Outsider,PS4,Bethesda Softworks,Arkane Studios,0.33,2017
The Elder Scrolls Online: Morrowind,PS4,Bethesda Softworks,ZeniMax Online Studios,0.24,2017
The Evil Within 2,PC,Bethesda Softworks,Tango Gameworks,0.23,2017
Dishonored: Death of the Outsider,PC,Bethesda Softworks,Arkane Studios,0.17,2017
Dishonored: Death of the Outsider,XOne,Bethesda Softworks,Arkane Studios,0.14,2017
The Elder Scrolls Online: Morrowind,XOne,Bethesda Softworks,ZeniMax Online Studios,0.14,2017
Fallout 4 VR,PC,Bethesda Softworks,Bethesda Game Studios,0.13,2017
Wolfenstein The Two Pack,XOne,Bethesda Softworks,MachineGames,0.12,2017
Wolfenstein The Two Pack,PS4,Bethesda Softworks,MachineGames,0.1,2017
The Elder Scrolls Online: Morrowind,PC,Bethesda Softworks,ZeniMax Online Studios,0.05,2017
Fallout 76,PS4,Bethesda Softworks,Bethesda Game Studios,1.32,2018
Fallout 76,XOne,Bethesda Softworks,Bethesda Game Studios,0.93,2018
Fallout 76,PC,Bethesda Softworks,Bethesda Game Studios,0.21,2018
The Elder Scrolls Online: Summerset,XOne,Bethesda Softworks,ZeniMax Online Studios,0.11,2018
Wolfenstein II: The New Colossus,NS,Bethesda Softworks,MachineGames,0.11,2018
The Elder Scrolls Online: Summerset,PS4,Bethesda Softworks,ZeniMax Online Studios,0.1,2018
The Elder Scrolls Online: Summerset,PC,Bethesda Softworks,ZeniMax Online Studios,0.01,2018
Hoard,PC,Big Sandwich Games,Big Sandwich Games,0.24,2011
WRC 5: FIA World Rally Championship,PS3,Bigben Interactive,Kylotonn Entertainment,0.11,2015
Handball 16,PS4,Bigben Interactive,EKO Software,0.06,2015
WRC 5: FIA World Rally Championship,PS4,Bigben Interactive,Kylotonn Entertainment,0.06,2015
Rugby 15,PSV,Bigben Interactive,HB Studios,0.03,2015
WRC 5: FIA World Rally Championship,PSV,Bigben Interactive,Kylotonn Entertainment,0.03,2015
Rugby 15,X360,Bigben Interactive,HB Studios,0.03,2015
Handball 16,PS3,Bigben Interactive,EKO Software,0.03,2015
WRC 5: FIA World Rally Championship,XOne,Bigben Interactive,Kylotonn Entertainment,0.02,2015
Handball 16,PC,Bigben Interactive,EKO Software,0.01,2015
WRC 5: FIA World Rally Championship,X360,Bigben Interactive,Kylotonn Entertainment,0.01,2015
WRC 5: FIA World Rally Championship,PC,Bigben Interactive,Kylotonn Entertainment,0.01,2015
Handball 16,X360,Bigben Interactive,EKO Software,0.01,2015
Sherlock Holmes: The Devil's Daughter,PC,Bigben Interactive,Bigben Interactive,0.14,2016
Sherlock Holmes: The Devil's Daughter,PS4,Bigben Interactive,Bigben Interactive,0.06,2016
Sherlock Holmes: The Devil's Daughter,XOne,Bigben Interactive,Bigben Interactive,0.06,2016
Hunting Simulator,PS4,Bigben Interactive,Maximum Games,0.07,2017
WRC 7,PS4,Bigben Interactive,Kylotonn Entertainment,0.07,2017
Hunting Simulator,XOne,Bigben Interactive,Maximum Games,0.06,2017
WRC 7,XOne,Bigben Interactive,Kylotonn Entertainment,0.05,2017
Tennis World Tour,PS4,Bigben Interactive,Breakpoint Studio,0.04,2018
Tennis World Tour,XOne,Bigben Interactive,Breakpoint Studio,0.04,2018
Hunting Simulator,NS,Bigben Interactive,Maximum Games,0.02,2018
Tennis World Tour,NS,Bigben Interactive,Breakpoint Studio,0.02,2018
V-Rally 4,PS4,Bigben Interactive,Kylotonn,0.01,2018
V-Rally 4,XOne,Bigben Interactive,Kylotonn,0.01,2018
Timeshock! Pro Pinball,PS,Empire Interactive,Cunning Developments,0.03,1998
Pro Pinball: Big Race USA,PS,Empire Interactive,Cunning Developments,0.66,2000
Spin Jam,PS,Empire Interactive,H2O?ÿEntertainment,0.31,2000
Sheep,PS,Empire Interactive,Minds-Eye,0.02,2000
Ford Racing,PS,Empire Interactive,2K Games,0.86,2001
Victorious Boxers: Ippo's Road to Glory,PS2,Empire Interactive,New,0.47,2001
The Typing of the Dead,PC,Empire Interactive,Smilebit,0.12,2001
Total Immersion Racing,PS2,Empire Interactive,Razorworks Studios,0.11,2002
Endgame,PS2,Empire Interactive,Cunning Developments,0.08,2002
Antz Extreme Racing,PS2,Empire Interactive,Supersonic Software,0.04,2002
Total Immersion Racing,XB,Empire Interactive,Razorworks Studios,0.02,2002
Antz Extreme Racing,XB,Empire Interactive,Supersonic Software,0.02,2002
Bubble Bobble: Old & New,GBA,Empire Interactive,Taito Corporation,0.06,2004
FlatOut,PS2,Empire Interactive,Bugbear Entertainment,0.38,2005
FlatOut,XB,Empire Interactive,Bugbear Entertainment,0.17,2005
Ford Racing 3,DS,Empire Interactive,Visual Impact,0.1,2005
Hello Kitty: Roller Rescue,PC,Empire Interactive,XPEC,0.03,2005
Starship Troopers,PC,Empire Interactive,Strangelite,0.02,2005
FlatOut: Ultimate Carnage,X360,Empire Interactive,Bugbear Entertainment,0.11,2007
Hello Kitty: Big City Dreams,DS,Empire Interactive,"Human Soft, Inc.",0.53,2008
Ford Racing Off Road,Wii,Empire Interactive,Razorworks Studios,0.47,2008
Animal Paradise,DS,Empire Interactive,Rekoo,0.25,2008
Pipe Mania,PS2,Empire Interactive,Razorworks Studios,0.14,2008
Ford Racing Off Road,PSP,Empire Interactive,Razorworks Studios,0.14,2008
Myst,DS,Empire Interactive,Hopelite Research,0.1,2008
Pipe Mania,DS,Empire Interactive,Razorworks Studios,0.09,2008
Pipe Mania,PSP,Empire Interactive,Razorworks Studios,0.07,2008
FlatOut: Ultimate Carnage,PC,Empire Interactive,Bugbear Entertainment,0.01,2008
International Cricket Captain 2009,PC,Empire Interactive,Empire Interactive,0.01,2009
The Forest,PC,Endnight Games Ltd,Unknown,5.3,2014
The Legend of Heroes: Trails in the Sky SC,PSP,Falcom Corporation,Nihon Falcom Corporation,0.06,2007
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,Falcom Corporation,Nihon Falcom Corporation,0.01,2007
Eiyuu Densetsu: Sora no Kiseki FC & SC Kanzenban,PSP,Falcom Corporation,Nihon Falcom Corporation,0.01,2007
The Legend of Heroes: Trails in the Sky the 3rd,PSP,Falcom Corporation,Nihon Falcom Corporation,0.07,2008
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,Falcom Corporation,Nihon Falcom Corporation,0.07,2008
Eiyuu Densetsu: Sora no Kiseki Set,PSP,Falcom Corporation,Nihon Falcom Corporation,0.03,2008
Vantage Master Portable,PSP,Falcom Corporation,Nihon Falcom Corporation,0.02,2008
Zwei!!,PSP,Falcom Corporation,Nihon Falcom Corporation,0.02,2008
Brandish: The Dark Revenant,PSP,Falcom Corporation,Nihon Falcom Corporation,0.02,2009
Eiyuu Densetsu: Zero no Kiseki,PSP,Falcom Corporation,Nihon Falcom Corporation,0.16,2010
Ys vs. Sora no Kiseki: Alternative Saga,PSP,Falcom Corporation,Nihon Falcom Corporation,0.06,2010
The Legend of Heroes: Ao no Kiseki,PSP,Falcom Corporation,Nihon Falcom Corporation,0.2,2011
Eiyuu Densetsu: Zero no Kiseki: Evolution,PSV,Falcom Corporation,Nihon Falcom Corporation,0.07,2012
The Legend of Heroes: Trails in the Sky FC,PS3,Falcom Corporation,Nihon Falcom Corporation,0.04,2012
The Legend of Heroes: Trails in the Sky SC,PS3,Falcom Corporation,Nihon Falcom Corporation,0.02,2013
The Legend of Heroes VI: Sora no Kiseki the 3rd,PS3,Falcom Corporation,Unknown,0.01,2013
Homeworld: Deserts of Kharak,PC,Gearbox Publishing,Blackbird Interactive,0.1,2016
Risk of Rain 2,PC,Gearbox Publishing,Hopoo Games,1.0,2019
Alter World,PC,Giorgi Abelashvili,Giorgi Abelashvili,0.11,2015
Monopoly,PC,Hasbro Interactive,Unknown,2.39,1995
Frogger,PS,Hasbro Interactive,Millenium Interactive,4.16,1997
Monopoly,PS,Hasbro Interactive,Gremlin Interactive,1.51,1997
Wheel of Fortune,PS,Hasbro Interactive,Artech Studios,1.26,1998
Glover,N64,Hasbro Interactive,Interactive Studios Ltd.,0.91,1998
The Game of Life,PS,Hasbro Interactive,Double Helix Games,0.83,1998
Jeopardy!,PS,Hasbro Interactive,Artech Studios,0.71,1998
Pong: The Next Level,PS,Hasbro Interactive,Supersonic Software,1.01,1999
Q*bert,PS,Hasbro Interactive,Artech Digital Entertainment,0.84,1999
Centipede,PS,Hasbro Interactive,Leaping Lizard Software Inc.,0.65,1999
Missile Command,PS,Hasbro Interactive,Meyer/Glass Interactive,0.45,1999
Scrabble,PS,Hasbro Interactive,Runecraft,0.25,1999
Monopoly,N64,Hasbro Interactive,Minds-Eye Productions,0.21,1999
Frogger 2: Swampy's Revenge,PS,Hasbro Interactive,Blitz Games,1.43,2000
Wheel of Fortune: 2nd Edition,PS,Hasbro Interactive,Artech Studios,0.41,2000
NASCAR Heat,PS,Hasbro Interactive,Monster Games Inc.,0.39,2000
Jeopardy! 2nd Edition,PS,Hasbro Interactive,Hasbro Interactive,0.29,2000
Galaga: Destination Earth,PS,Hasbro Interactive,King of the Jungle,0.24,2000
Breakout,PS,Hasbro Interactive,Supersonic Software,0.11,2000
NickToons Racing,PS,Hasbro Interactive,Software Creations,0.17,2001
Shrek / Shark Tale Game Boy Advance Video,GBA,Hasbro Interactive,Majesco Games,0.02,2006
Haydee,PC,Haydee Interactive,Haydee Interactive,0.13,2016
SteamWorld Dig: A Fistful of Dirt,PC,Image & Form Games,Image & Form Games,0.37,2013
Palais de Reine,PS2,Interchannel-Holon,Kogado Studio,0.01,2007
Europa 1400: The Guild,PC,JoWood Productions,4HEAD Studios,0.1,2002
Maximum Capacity: Hotel Giant,PC,JoWood Productions,Enlight Software Ltd.,0.02,2002
Arcania: Gothic 4,PC,JoWood Productions,Spellbound Entertainment AG,0.18,2010
Arcania: Gothic 4,X360,JoWood Productions,Spellbound Entertainment AG,0.09,2010
Asteroid Bounty Hunter,PC,Just1337 Publisher,Just1337 Studio,0.13,2016
Don't Starve,PS4,Klei Entertainment,Klei Entertainment,0.05,2018
Pet Pals: Animal Doctor,Wii,Legacy Interactive,Legacy Interactive,0.14,2008
Igor: The Game,DS,Legacy Interactive,Santa Cruz Games,0.04,2008
Zoo Vet: Endangered Animals,DS,Legacy Interactive,Legacy Interactive,0.03,2008
"Murder, She Wrote",PC,Legacy Interactive,Legacy Interactive,0.05,2009
Emergency Room: Real Life Rescues,DS,Legacy Interactive,Legacy Interactive,0.04,2009
House M.D.,DS,Legacy Interactive,Legacy Interactive,0.03,2010
R.B.I. Baseball 18,XOne,MLB Advanced Media,MLB Advanced Media,0.13,2018
R.B.I. Baseball 18,NS,MLB Advanced Media,MLB.com,0.13,2018
R.B.I. Baseball 18,PS4,MLB Advanced Media,MLB Advanced Media,0.07,2018
Adventures of Tron,2600,Mattel Interactive,Mattel,0.67,1982
BurgerTime,2600,Mattel Interactive,Mattel,0.59,1982
Frogs And Flies,2600,Mattel Interactive,Mattel,0.36,1982
Astroblast,2600,Mattel Interactive,Mattel,0.31,1982
Dark Cavern,2600,Mattel Interactive,Mattel,0.24,1982
International Soccer,2600,Mattel Interactive,Mattel,0.19,1982
Armor Ambush,2600,Mattel Interactive,Mattel,0.17,1982
Bump 'n' Jump,2600,Mattel Interactive,Mattel,0.39,1983
Barbie: Race & Ride,PS,Mattel Interactive,Runecraft,0.59,1999
Barbie Super Sports,PS,Mattel Interactive,Unknown,0.22,1999
Tom and Jerry in House Trap,PS,Mattel Interactive,Warthog,0.2,2000
The Wild Thornberrys: Animal Adventures,PS,Mattel Interactive,Mattel Interactive,0.17,2000
Detective Barbie: The Mystery Cruise,PS,Mattel Interactive,Runecraft,0.14,2000
Tyco RC: Assault with a Battery,PS,Mattel Interactive,Lucky Chicken Games,0.11,2000
Championship Surfer,PS,Mattel Interactive,Krome Studios,0.06,2000
My Virtual Tutor: Reading Adventure First to Second Grade,DS,Mentor Interactive,1st Playable Productions,0.4,2009
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,DS,Mentor Interactive,1st Playable Productions,0.31,2009
My Virtual Tutor: Reading Adventure Kindergarten to First,DS,Mentor Interactive,1st Playable Productions,0.25,2009
Cosmos Chaos!,DS,Mentor Interactive,Mentor Interactive,0.07,2010
thinkSMART Kids 8+,DS,Mentor Interactive,Conspiracy Entertainment,0.01,2010
Crazy Machines,Wii,Mentor Interactive,FAKT Software GmBH,0.02,2011
thinkSMART: Chess for Kids,DS,Mentor Interactive,Mentor Interactive,0.01,2011
Cargo Commander,PC,Missing Link Games,Serious Brew,0.1,2012
Naruto: Ultimate Ninja (US sales),PS2,Namco Bandai Games,CyberConnect2,0.61,2008
Naruto: Ultimate Ninja 2,PS2,Namco Bandai Games,CyberConnect2,0.57,2008
Soul Calibur IV,XBL,Namco Bandai Games,Project Soul,0.01,2008
Dark Souls: Prepare to Die Edition,PC,Namco Bandai Games,From Software,3.29,2012
One Piece Pirate Warriors,PS3,Namco Bandai Games,Omega Force,1.45,2012
Tekken Tag Tournament 2,PS3,Namco Bandai Games,Bandai Namco Games,1.45,2012
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,Namco Bandai Games,CyberConnect2,0.74,2012
Taiko no Tatsujin Wii: Super Deluxe Edition,Wii,Namco Bandai Games,Bandai Namco Games,0.66,2012
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,3DS,Namco Bandai Games,Bandai Namco Games,0.64,2012
Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,3DS,Namco Bandai Games,Infinity,0.62,2012
Naruto Shippuden: Ultimate Ninja Storm Generations,X360,Namco Bandai Games,CyberConnect2,0.45,2012
Dai-2-Ji Super Robot Taisen Z Saisei-hen,PSP,Namco Bandai Games,Banpresto,0.36,2012
Tekken Tag Tournament 2,X360,Namco Bandai Games,Bandai Namco Games,0.34,2012
One Piece: Romance Dawn,PSP,Namco Bandai Games,Three Rings,0.32,2012
SD Gundam G Generation: Overworld,PSP,Namco Bandai Games,Namco Bandai Games,0.31,2012
2nd Super Robot Wars Original Generation,PS3,Namco Bandai Games,TOSE,0.3,2012
