Name,Critic_Score,User_Score
Let's Dance with Mel B,,
Let's Dance with Mel B,,
Pool Nation,,
Chronicles of Mystery: The Scorpio Ritual,,
Chronicles of Mystery: Curse of the Ancient Temple,,
Sushi Academy,,
I Love Beauty: Hollywood Makeover,,
Chicken Riot,,
Jewels of the Tropical Lost Island,,
Farm Frenzy: Animal Country,,
Vampire Moon: The Mystery of the Hidden Sun,,
Crime Lab: Body of Evidence,,
Logic Machines,,
Murder in Venice,,
Chronicles of Mystery: The Secret Tree of Life,,
Jewels of the Ages,,
Sniper: Ghost Warrior 2,,
Sniper: Ghost Warrior 2,,
Enemy Front,,
Enemy Front,,
ThunderStrike 2,,
Pandemonium!,,
Slam 'n Jam '96 featuring Magic & Kareem,,
"Hack, Slash, Loot",,
Serious Sam HD: Gold Edition,,
Serious Sam: Double D XXL,,
Serious Sam Classics: Revolution,,
Shadow Warrior (2013),,
Shadow Warrior (2013),,
Circuits,,
Guacamelee!,,
Curse of the Amsterdam Diamond,,
"10,000,000",,
Victor Vran ARPG,,
This is the Police,,
Ostwind/Windstorm,,
Vertiginous Golf,,
Mystery Legends: Beauty and the Beast,,
Minds and Mystery: 5 Game Pack,,
Angels and Despair: 5 Game Pack,,
Darkness and Sorrow: 5 Game Pack,,
Hidden Expedition: The Crown of Solomon,,
Spirits and Demons: 5 Game Pack,,
Soma,,
Duke Nukem 3D: 20th Anniversary World Tour,,
Fortnite,,
Hello Neighbor,,
Hello Neighbor: Hide & Seek,,
Hello Neighbor: Hide & Seek,,
Hello Neighbor: Hide & Seek,,
Banner Saga Trilogy,,
Hajime no Ippo Portable: Victorious Spirits,,
"Warhammer 40,000: Deathwatch",,
Alien's Return,,
Ice Lakes,,
Fran Bow,,
Among The Sleep,,
Rento Fortune - Online Dice Board Game,,
The Curious Expedition,,
Ride,,
MotoGP 15,,
Ride,,
MotoGP 15,,
Ride,,
MotoGP 15,,
Ride,,
Ride,,
MotoGP 15,,
MXGP 2,,
MXGP 3: The Official Motocross Videogame,,
Monster Energy Supercross - The Official Videogame,,
Monster Energy Supercross - The Official Videogame,,
MXGP Pro,,
Monster Energy Supercross - The Official Videogame,,
Running with Rifles,,
Tanjou S Debut,,
Doukyuusei 2,,
Sentimental Graffiti: First Window,,
Sentimental Graffiti,,
Black/Matrix,,
Sentimental Graffiti 2,,
Kanon,,
Pia Carrot e Youkoso!! 2.5,,
Plague Inc: Evolved,,
Jazzpunk: Director's Cut,,
Pocket Pets,,
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,,
Streamline,,
Kid Fit Island Resort,,
The Ultimate Battle of the Sexes,,
Lost Identities,,
F1 ROC: Race of Champions,,
Super Real Mahjong P V,,
Super Real Mahjong Graffiti,,
Ide Yosuke no Mahjong Kazoku,,
The Perfect Golf,,
Bastard!! Utsuro Naru Kamigami no Utsuwa,,
Saikyou Habu Shogi,,
NUKED KNIGHT,,
Cubium Dreams,,
Tank Blast,,
Midsummer Night,,
Jewel Master Egypt,,
Foto Frenzy: Spot The Diffrence,,
Vegas Party,,
System Flaw,,
The Island of Dr. Frankenstein,,
Hands On! Tangrams,,
Bermuda Triangle: Saving the Coral,,
I Spy: Spooky Mansion,,
Jewel Master: Cradle of Athena,,
ATV Quad Kings,,
Family GameShow,,
Alpha and Omega,,
Chevrolet Camaro: Wild Ride,,
Gummy Bears Mini Golf,,
Honda ATV Fever,,
Gummy Bears Mini Golf,,
Heathcliff! Frantic Foto,,
Heathcliff! The Fast and the Furriest,,
T.A.C. Heroes : Big Red One,,
Chevrolet Camaro: Wild Ride,,
Honda ATV Fever,,
Monkey Madness: Island Escape,,
Bermuda Triangle: Saving the Coral,,
Once Upon A Time,,
Gem Quest: 4 Elements,,
Beastly Frantic Foto,,
Beastly,,
Treasure Chase,,
Gummy Bears Magical Medallion,,
Sengoku Hime: Senkou no Taika - Akatsuki no Haryuu,,
Sangoku Hime 4: Tenka Ryouran - Tenmei no Koi Emaki,,
Shin Nippon Pro Wrestling: Toukon Retsuden,,
Shin Nippon Pro Wrestling: Toukon Retsuden 2,,
Shin Nippon Pro Wrestling: Toukon Retsuden 3,,
Naruto: Gekitou Ninja Taisen! 3,,
Naruto: Gekitou Ninja Taisen! 4,,
Naruto RPG 2: Chidori vs Rasengan,,
Zoids Dash,,
Naruto: Ninja Council 2 - European Edition,,
Lovely Lisa,,
Naruto Shippuuden: Ninja Council 4,,
Lovely Lisa and Friends,,
"Shooting Love, 200X",,
Real Boxing,,
Command & Conquer: Tiberian Sun,,
Azure Striker Gunvolt: Striker Pack,,
Ookami to Koushinryou: Boku to Horo no Ichinen,,
"Nogizaka Haruka no Himitsu Cosplay, Hajime Mashita",,
Dengeki Gakuen RPG: Cross of Venus,,
Ookami to Koushinryou: Omiowataru Kaze,,
Dear Girl: Stories Hibiki - Hibiki Tokkun Daisakusen!,,
Marriage Royale: Prism Story,,
Durarara!! 3-way Standoff,,
Twinkle * Crusaders GoGo!,,
Dengeki Gakuen RPG: Cross of Venus Special,,
Golden Time: Vivid Memories,,
theHunter: Primal,,
Office Battle,,
Darkness Assault,,
Overture,,
Dr. Seuss: How the Grinch Stole Christmas,,
Loving Life with Hello Kitty & Friends,,
Crazy Machines,,
"Element Girl: Love, Fashion and Friends",,
Summer Athletics,,
Black Mirror 2,,
Ghost Pirates of Vooju Island,,
15 Days,,
Wedding Planner: Dream Weddings Guaranteed,,
Fantastic Football Fan Party,,
Stronghold Kingdoms,,
Winter Sports 2011,,
Winter Sports 2011,,
Riding Stables: The Whitakers present Milton and Friends,,
Gray Matter,,
Dance! It's Your Stage,,
Winter Sports 2011,,
Olympic Summer Games: Atlanta 1996,,
Machine Head,,
Olympic Soccer: Atlanta 1996,,
Fighting Force,,
The Unholy War,,
Dragon Quest Monsters,,
Championship Manager 99/00,,
Who Wants to be a Millionaire,,
Disney's 102 Dalmatians: Puppies to the Rescue,,
Tomb Raider Chronicles,,
Soul Reaver 2,,
Blood Omen 2,,
Blood Omen 2,,
E?úO?úE: Eve Of Extinction,,
Mad Maestro!,,
Blood Omen 2,,
Championship Manager 03/04,,
Lara Croft Tomb Raider: The Angel of Darkness,,
Championship Manager 3,,
Shellshock: Nam 67,,
Crash 'N' Burn,,
Crash 'N' Burn,,
Tomb Raider: Legend (Weekly American and JP sales),,
Commandos: Strike Force,,
Commandos: Strike Force,,
Tomb Raider: Anniversary,,
Diner Dash: Sizzle & Serve,,
Battlestations: Midway,,
Touch the Dead,,
Hitman Trilogy,,
Tomb Raider: Anniversary,,
Championship Manager 2007,,
Wacky Races: Crash & Dash,,
Tomb Raider: Underworld,,
Monster Lab,,
Monster Lab,,
Pony Friends: Mini Breeds Edition,,
Tomb Raider: Underworld (Others sales),,
Tomb Raider: Underworld,,
Double Pack Tomb Raider: Legend / Anniversary,,
Championship Manager 2010,,
Chippy,,
Datenshi no Amai Yuuwaku x Kaikan Phrase,,
Tsuku Monogatari,,
Bunmei Haruka: Aoiza Ibunroku,,
Doraemon: Nobita and the Island of Miracles,,
UnchainBlades EXXiV,,
UnchainBlades EXXiV,,
Bunmei Kaika: Aoiza Ibunroku Saien,,
Cardfight!! Vanguard: Ride to Victory!!,,
Doraemon: Nobita to Himitsu Dougu Hakubutsukan,,
Exstetra,,
HatsuKare * Renai Debut Sengen!,,
Exstetra,,
Cardfight!! Vanguard: Lock On Victory!!,,
To Love-Ru Trouble Darkness: Battle Ecstasy,,
Doraemon: Shin Nobita no Daimakyou Peko to 5-nin no Tankenta,,
Future Card Buddyfight: Yuujou no Bakunetsu Fight!,,
Doraemon: Nobita no Uchuu Eiyuuki,,
New Prince of Tennis: Go to the Top,,
Yuki Yuna is a Hero: Memory of the Forest,,
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,,
To Love-Ru Trouble: Darkness - True Princess,,
Beyblade Burst,,
Cardfight!! Vanguard G: Stride to Victory!!,,
Doraemon: Shin Nobita no Nihon Tanjou,,
Kamiwaza Wanda: Kira Kira Ichibangai Kikiippatsu!,,
Beyblade Burst: God,,
Doraemon the Movie: Nobita no Nankyoku Kachikochi Daibouken,,
Future Card Buddyfight Mezase! Buddy Champion!,,
Miracle Tunes! Game de Tune Up! Tabun!,,
Doraemon: Nobita no Takarajima,,
Beyblade Burst: Battle Zero,,
Future Card Buddyfight: Tanjou! Oretachi no Saikyou Body!,,
WORKxWORK,,2.5
Yuuna and the Haunted Hot Springs: Steam Dungeon,,
The Cat in the Hat,,
Veggy World,,
Hoppie,,
Salt,,
IGT Slots: Lucky Larry's Lobstermania,,
Kinectimals: Now with Bears!,,
Forza Motorsport 4: December IGN Pack,,
Kinect Star Wars,,
Trials Evolution,,
Nike+ Kinect Training,,
State of Decay,,
Zoo Tycoon (2013),,
Zoo Tycoon (2013),,
Minecraft,,
Forza Horizon 2,,
Fable Anniversary,,
Fable Anniversary,,
Killer Instinct (2013),,
Rush: A Disney Pixar Adventure,,
Ziggurat,,
Little Racers STREET,,
Ziggurat,,
Farm Together,,
Space Pirates And Zombies 2,,
Data Hacker: Initiation,,
Data Hacker: Reboot,,
Reset 1-1,,
Nayuta no Kiseki,,
Pocket Dogs,,
Crawl,,
Scared Rider Xechs,,
Oretachi no Sekai wa Shimatteiru,,
RailWorks 2: Train Simulator,,
Jewel Master: Cradle of Persia,,
SteamWorld Collection,,
SteamWorld Collection,,
Lumo,,
Hello Kitty Kruisers,,
SteamWorld Dig 2,,
Trailblazers,,
Jissen Pachi-Slot Hisshouhou,,
Jissen Pachi-Slot Hisshouhou! Moujuu-Oh S,,
Lethal Skies Elite Pilot: Team SW,,
Jissen Pachi-Slot Hisshouhou! Aladdin A,,
Jissen Pachi-Slot Hisshouhou: Hokuto no Ken,,
Guilty Gear XX Slash,,
Jonah Lomu Rugby Challenge,,
Adventures of Shuggy,,
Top Gun: Fire at Will!,,
Omega One,,
Sengoku Hime 3: Tenka o Kirisaku Hikari to Kage,,
Moe Moe 2-ji Daisenryaku 3,,
Sengoku Hime 7: Sen'un Tsuranuku Guren no Ishi,,
Axiom Verge,,
King Arthur's Gold,,
Farming 2017 - The Simulation,,
Farming 2017 - The Simulation,,
The Town of Light,,
Shaq-Fu: A Legend Reborn,,
Shaq-Fu: A Legend Reborn,,
Shaq-Fu: A Legend Reborn,,
Wordhunters,,
Just Deal With It,,
Black Stone: Magic & Steel,,
Motor Trend presents Lotus Challenge,,
Castle Story,,
RACE On,,
Wildlife Park 3,,
Air Conflicts: Secret Wars,,
Hacker Evolution Duality,,
Death Trap,,
Secrets of the Titanic,,
Jewel Quest 6: The Sapphire Dragon,,
4 Play Collection - Dark Mysteries,,
4 Play Collection: Treasure Hunters,,
Thomas and Friends: Steaming around Sodor,,
7 Roses: A Darkness Rises,,
The Powerpuff Girls: Chemical X-Traction,,
Dexter's Lab Chess Challenge,,
Wolfenstein 3D,,
Reign of Fire,,
Runabout 3: Neo Age,,
Wallace & Gromit in Project Zoo,,
Samurai Jack: The Amulet of Time,,
The Powerpuff Girls: Relish Rampage,,
Starsky & Hutch,,
Wallace & Gromit in Project Zoo,,
AKB1/48: Idol to Guam de Koishitara...,,
Mobile Suit GUNDAM SEED BATTLE DESTINY,,
Kuroko no Basuke: Game of Miracles,,
The IdolM@ster: Gravure For You! Vol. 6,,
Kamen Rider Travelers Record,,
Armored Core: Verdict Day,,
Aikatsu! 365 Idol Days,,
Aikatsu! My No.1 Stage!,,
Lost Heroes 2,,
Kaitou Joker: Toki o Koeru Kaitou to Ushinawareta Houseki,,
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!,,
Chou Sentouchuu: Kyuukyoku no Shinobu to Battle Player Choujou Kessen!,,
All Kamen Rider: Rider Revolution,,
Haikyu!! Cross Team Match!,,
Aikatsu Stars! My Special Appeal,,
Tamagotchi no Puchi Puchi Omisechi: Ninki no Omise Atsume Maseta,,
Super Robot Wars X,,
Pro Yakyuu Famista Evolution,,
Super Robot Wars X,,
Girls und Panzer: Dream Tank Match,,
Gintama Ranbu,,
SD Gundam G Generation Genesis,,
Kamen Rider: Climax Scramble Zi-O,,
Record of Grancrest War,,
Super Run For Money Tousouchuu & Sentouchuu,,
Cats Together,,
Cats Together,,
Gotouchi Tetsudou for Nintendo Switch!!,,
Billion Road,,
Nari Kids Park: Hugtto! PreCure,,
Fishing Spirits,,
IHRA Drag Racing 2,,
IHRA Professional Drag Racing 2005,,
NTRA Breeders' Cup World Thoroughbred Championships,,
NTRA Breeders' Cup World Thoroughbred Championships,,
IHRA Drag Racing: Sportsman Edition,,
IHRA Drag Racing: Sportsman Edition,,
AMF Xtreme Bowling,,
The Elder Scrolls IV: Shivering Isles,,
Fallout 3 Game Add-On Pack: Broken Steel and Point Lookout,,
Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,,
Fallout 3: Game of the Year Edition,,
Doom 3 BFG Edition,,
Doom 3 BFG Edition,,
Fallout: New Vegas Ultimate Edition,,
The Evil Within,,
The Evil Within,,
Wolfenstein: The New Order,,
Wolfenstein: The New Order,,
Fallout Anthology,,
Doom (2016),,
Doom (2016),,
Doom (2016),,
Prey (2017),,
Prey (2017),,
Prey (2017),,
Wolfenstein The Two Pack,,
Wolfenstein The Two Pack,,
The Elder Scrolls Online: Summerset,,
WRC 5: FIA World Rally Championship,,
Handball 16,,
WRC 5: FIA World Rally Championship,,
Rugby 15,,
WRC 5: FIA World Rally Championship,,
Rugby 15,,
Handball 16,,
WRC 5: FIA World Rally Championship,,
Handball 16,,
WRC 5: FIA World Rally Championship,,
WRC 5: FIA World Rally Championship,,
Handball 16,,
Hunting Simulator,,
Hunting Simulator,,
Hunting Simulator,,
Tennis World Tour,,
Timeshock! Pro Pinball,,
Pro Pinball: Big Race USA,,
Antz Extreme Racing,,
FlatOut,,
FlatOut,,
Hello Kitty: Roller Rescue,,
Hello Kitty: Big City Dreams,,
Ford Racing Off Road,,
Ford Racing Off Road,,
Pipe Mania,,
International Cricket Captain 2009,,
The Legend of Heroes: Trails in the Sky SC,,
Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,,
Eiyuu Densetsu: Sora no Kiseki FC & SC Kanzenban,,
The Legend of Heroes: Trails in the Sky the 3rd,,
The Legend of Heroes: Trails in the Sky Third Chapter,,
Eiyuu Densetsu: Sora no Kiseki Set,,
Vantage Master Portable,,
Zwei!!,,
Brandish: The Dark Revenant,,
Eiyuu Densetsu: Zero no Kiseki,,
Ys vs. Sora no Kiseki: Alternative Saga,,
The Legend of Heroes: Ao no Kiseki,,
Eiyuu Densetsu: Zero no Kiseki: Evolution,,
The Legend of Heroes: Trails in the Sky FC,,
The Legend of Heroes: Trails in the Sky SC,,
The Legend of Heroes VI: Sora no Kiseki the 3rd,,
Risk of Rain 2,,
Alter World,,
Monopoly,,
Monopoly,,
Wheel of Fortune,,
The Game of Life,,
Jeopardy!,,
Scrabble,,
Monopoly,,
Wheel of Fortune: 2nd Edition,,
Galaga: Destination Earth,,
NickToons Racing,,
Shrek / Shark Tale Game Boy Advance Video,,
Haydee,,
SteamWorld Dig: A Fistful of Dirt,,
Palais de Reine,,
Maximum Capacity: Hotel Giant,,
Asteroid Bounty Hunter,,
Zoo Vet: Endangered Animals,,
"Murder, She Wrote",,
Emergency Room: Real Life Rescues,,
House M.D.,,
R.B.I. Baseball 18,,
R.B.I. Baseball 18,,
R.B.I. Baseball 18,,
Adventures of Tron,,
BurgerTime,,
Frogs And Flies,,
Astroblast,,
Dark Cavern,,
International Soccer,,
Armor Ambush,,
Bump 'n' Jump,,
Barbie: Race & Ride,,
Barbie Super Sports,,
The Wild Thornberrys: Animal Adventures,,
Detective Barbie: The Mystery Cruise,,
Tyco RC: Assault with a Battery,,
My Virtual Tutor: Reading Adventure First to Second Grade,,
My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,,
My Virtual Tutor: Reading Adventure Kindergarten to First,,
Cosmos Chaos!,,
thinkSMART Kids 8+,,
Crazy Machines,,
thinkSMART: Chess for Kids,,
Naruto: Ultimate Ninja (US sales),,
One Piece Pirate Warriors,,
Taiko no Tatsujin Wii: Super Deluxe Edition,,
Taiko no Tatsujin: Chibi Dragon to Fushigi na Orb,,
Tousouchuu: Shijou Saikyou no Hunter-Tachi Kara Nigekire!,,
Dai-2-Ji Super Robot Taisen Z Saisei-hen,,
One Piece: Romance Dawn,,
SD Gundam G Generation: Overworld,,
2nd Super Robot Wars Original Generation,,
AKB1/149: Love Election,,
Saint Seiya: Sanctuary Battle,,
Dai-2-Ji Super Robot Taisen OG,,
Digimon World Re:Digitize,,
Aikatsu! Cinderella Lesson,,
The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,,
Ridge Racer Unbounded,,
Toriko: Gourmet Monsters!,,
Tales of the Heroes: Twin Brave,,
Puella Magi Madoka Magica Portable,,
Summon Night 3,,
Super Robot Wars OG Saga: Masou Kishin II - Revelation of Evil God,,
Ridge Racer Unbounded,,
Ore no Imouto ga Konnani Kawaii Wake ga Nai Portable,,
Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,,
Mobile Suit Gundam Unicorn,,
All Kamen Rider: Rider Generation 2,,
Everyday House Tamagotchi,,
Lost Heroes,,
Kamen Rider: Super Climax Heroes,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,,
AKB1/149: Love Election,,
Summon Night 4,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,,
I Don't Have Many Friends Portable,,
Lost Heroes,,
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen,,
Smile PreCure! Let's Go! Marchen World,,
Kamen Rider: Super Climax Heroes,,
All Kamen Rider: Rider Generation 2,,
Nendoroid Generation,,
Minna no Ennichi,,
Choujikuu Yousai Macross: Ai Oboete Imasu ka,,
Mobile Suit Gundam Unicorn,,
Bakemonogatari Portable,,
Detective Conan: Prelude from the Past,,
Great Battle Full Blast,,
Mobile Suit Gundam: Mokuba no Kiseki,,
Tokumei Sentai Go-Busters,,
Hunter x Hunter: Wonder Adventure,,
Ao no Exorcist: Genkoku no Labyrinth,,
Detective Conan: Prelude from the Past,,
The Idolmaster: Gravure For You! Vol. 4,,
Even in a Game Listen to Me Girls. I Am Your Father!,,
.hack: Sekai no Mukou ni + Versus,,
Accel World: Ginyoku no Kakusei,,
Accel World: Ginyoku no Kakusei,,
The IdolM@ster: Gravure For You! Vol. 5,,
Tiger & Bunny On Air Jack!,,
Eureka Seven AO: Jungfrau no Hanabanatachi,,
The Idolmaster: Gravure For You! Vol.7,,
The IdolM@ster: Gravure For You! Vol. 9,,
Rinne no Lagrange: Kamogawa Days Game & OVA Hybrid Disc,,
The Idolmaster: Gravure For You! Vol.8,,
Kokoro Connect: Yochi Random,,
Gon: BakuBakuBakuBaku Adventure,,
Saint Seiya Omega: Ultimate Cosmo,,
Dragon Ball Z for Kinect,,
God Eater 2,,
Sentouchu: Densetsu no Shinobi to Survival Battle!,,
Dragon Ball Heroes: Ultimate Mission,,
Aikatsu! 2-nin no My Princess,,
Gundam Breaker,,
God Eater 2,,
Sword Art Online: Infinity Moment,,
Taiko no Tatsujin: Wii U Version!,,
Kamen Rider: Battride War,,
Kuma-Tomo,,
Super Robot Wars UX,,
Dynasty Warriors Gundam Reborn,,
One Piece: Pirate Warriors 2,,
Macross 30: Voices across the Galaxy,,
Digimon Adventure,,
PAC-MAN and the Ghostly Adventures,,
Gundam Breaker,,
Digimon World Re:Digitize Decode,,
PAC-MAN and the Ghostly Adventures,,
Puella Magi Madoka Magica: The Battle Pentagram,,
AKB1/149: Love Election,,
PAC-MAN and the Ghostly Adventures,,
J Legend Retsuden,,
Magi: The Labyrinth of Beginning,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,,
PAC-MAN and the Ghostly Adventures,,
Toriko: Gourmet Battle!,,
Gintama no Sugoroku,,
Pretty Cure All Stars Everyone Gather? Let's Dance!,,
Zyuden Sentai Kyoryuger: Game on Gaburincho,,
Detective Conan: Marionette Symphony,,
Ore no Imouto ga Konna ni Kawaii wake ga Nai. Happy End,,
Super Robot Taisen OG Infinite Battle,,
Doki Doki! Pretty Cure Narikiri Life!,,
Tamagotchi no Doki Doki Dream Omisecchi,,
Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,,
Toriko: Ultimate Survival,,
Toaru Majutsu to Kagaku no Ensemble,,
Heroes VS,,
Ultraman All-Star Chronicle,,
Accel World: Kasoku no Chouten,,
Accel World: Kasoku no Chouten,,
Mushibugyo,,
Makai Ouji: Devils and Realist - Dairiou no Hihou,,
Battle Robot Soul,,
Tales of Xillia 2,,
One Piece: Pirate Warriors 2,,
Tales of Symphonia Chronicles,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,,
One Piece Unlimited World: Red,,
Mobile Suit Gundam: Extreme Vs,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,,
Dragon Ball Heroes: Ultimate Mission 2,,
Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,,
One Piece Unlimited World: Red,,
Dynasty Warriors Gundam Reborn,,
3rd Super Robot Wars Z Jigoku Hen,,
Naruto Shippuden: Ultimate Ninja Storm Revolution,,
3rd Super Robot Wars Z Jigoku Hen,,
Gundam Breaker 2,,
One Piece Unlimited World: Red,,
Gundam Breaker 2,,
The IdolM@ster: One for All,,
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,,
MotoGP 14,,
One Piece: Super Grand Battle! X,,
Mobile Suit Gundam Side Story: Missing Link,,
Taiko Drum Master: Tokumori!,,
Tales of the World: Tactics Union,,
Pac-Man and the Ghostly Adventures 2,,
Kamen Rider: Battride War II,,
Pac-Man and the Ghostly Adventures 2,,
Girls und Panzer: I Will Master Tankery,,
Kuroko no Basuke: Miracles to Victory,,
Hyperdimension Idol Neptunia PP,,
MotoGP 14,,
Digimon All-Star Rumble,,
Pac-Man and the Ghostly Adventures 2,,
Haikyuu!! Tsunage! Itadaki no Keshiki!!,,
Mobile Suit Gundam: Try Age SP,,
Digimon All-Star Rumble,,
One Piece Unlimited World: Red,,
Nazotoki Battle Tore! Densetsu no Makyuu o Fukkatsu Saseyo!,,
Pac-Man and the Ghostly Adventures 2,,
Mahouka Koukou no Rettousei: Out of Order,,
Super Robot Wars OG Saga Masou Kishin F: Coffin of the End,,
Game Center CX: 3-Choume no Arino,,
Crayon Shin-chan: Arashi o Yobu Kasukabe Eiga Stars!,,
Magi: Aratanaru Sekai,,
Super Heroine Chronicle,,
Super Hero Generation,,
Hajime no Ippo: The Fighting! (2014),,
Super Hero Generation,,
Detective Conan: Phantom Rhapsody,,
Gotouchi Tetsudou: Gotouchi Kyara to Nihon Zenkoku no Tabi,,
Super Heroine Chronicle,,
HappinessCharge PreCure! Kawarun Collection,,
CV Casting Voice,,
Kamen Rider: Battride War II,,
Hanayamata: Yosakoi Live,,
MotoGP 14,,
Winx Club: Saving Alfea,,
Sakigake!! Otokojuku - Nihon yo Kore ga Otoko Dearu!,,
Tsukigime Ranko's Longest Day,,
Marvel Disk Wars: Avengers - Ultimate Heroes,,
Majin Bone: The Majin of Space and Time,,
Dragon Ball: Xenoverse,,
Dragon Ball: Xenoverse,,
Tales of Zesteria,,
Tales of Zestiria,,
Sword Art Online: Lost Song,,
One Piece: Pirate Warriors 3,,
Project Versus J,,
J Stars Victory Vs.,,
Dragon Ball: Xenoverse,,
Project Versus J,,
Godzilla (2015),,
3rd Super Robot Wars Z: Tengoku-Hen,,
Pro Yakyuu Famista Returns,,
3rd Super Robot Wars Z: Tengoku-Hen,,
Run for Money CHO Tousouchuu,,
Assassination Classroom: Grand Siege on Korosensei,,
Super Robot Wars BX,,
Sword Art Online: Hollow Fragment,,
Taiko no Tatsujin: V Version,,
Sword Art Online: Lost Song,,
Kuroko's Basketball: Ties to Future,,
The Seven Deadly Sins: Unjust Sin,,
Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,,
Godzilla (2014),,
Sword Art Online: Game Director's Edition,,
Tokyo Ghoul: Jail,,
Saint Seiya: Soldiers' Soul,,
Yowamushi Pedal Asu e no High Cadence,,
World Trigger: Borderless Mission,,
The Idolm@ster: Must Songs - Red Board / Blue Board,,
Ukiyo no Shishi,,
JoJo's Bizarre Adventure: Eyes of Heaven,,
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.7,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,,
Cross Ange: Tenshi to Ryuu no Rondo tr.,,
Professional Farmer 2016,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.5,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.2,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,,
Girl Friend Beta: Kimi to Sugosu Natsuyasumi,,
Captain Earth: Mind Labyrinth,,
Woodcutter Simulator 2016,,
Dragon Ball: Xenoverse 2,,
God Eater 2: Rage Burst,,
God Eater Resurrection,,
Digimon Story: Cyber Sleuth,,
Pac-Man Championship Edition 2 + Arcade Game Series,,
Taiko no Tatsujin: Don Don! Mystery Adventure,,
Gundam Breaker 3,,
Tales of Berseria,,
One Piece: Burning Blood,,
Valentino Rossi: The Game,,
SD Gundam G Generation Genesis,,
One Piece: Burning Blood,,
Digimon Story: Cyber Sleuth,,7.7
The Idolmaster: Platinum Stars,,
SD Gundam G Generation Genesis,,
Digimon World: Next Order,,
Super Robot Wars OG: The Moon Dwellers,,
Gundam Breaker 3,,
Super Robot Wars OG: The Moon Dwellers,,
Valentino Rossi: The Game,,
Kamen Rider: Battride War Genesis,,
Kamen Rider: Battride War Genesis,,
Kamen Rider: Battride War Genesis,,
Macross ? Scramble,,
My Hero Academia: Battle for All,,
Gakusen Toshi Asterisk Festa: Houka Kenran,,
One Piece: Great Pirate Colosseum,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9,,
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,,
Crows: Burning Edge,,
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.8,,
God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,,
Osomatsu-San: Matsu Matsuri!,,
God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,,
Saiki Kusuo no Psi-nan: Shijou Psi-dai no Psi-nan!?,,
Digimon Universe: Appli Monsters,,
God Eater Off Shot: Fujiki Kota-hen Twin Pack & Animation Vol.6,,
Valentino Rossi: The Game,,
Naruto Shippuden: Ultimate Ninja Storm Collection,,
Dragon Ball Heroes: Ultimate Mission X,,
Mobile Suit Gundam: Extreme VS Force,,
Naruto Shippuden: Ultimate Ninja Storm Legacy,,
Super Robot Wars V,,
Naruto Shippuden: Ultimate Ninja Storm Legacy,,
Pro Baseball Famista Climax,,
Super Robot Wars V,,
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,,
Pac-Man Championship Edition 2 + Arcade Game Series,,
Taiko no Tatsujin: Drum Session!,,
WRC 6,,
One Piece: Unlimited World Red Deluxe Edition,,
City Shrouded in Shadow,,
Accel World vs. Sword Art Online: Millennium Twilight,,
WRC 6,,
Kamen Rider: Climax Fighters,,
THE iDOLM@STER: Stella Stage,,
Sukitomo. Tsukiuta. 12 Memories,,
Naruto Shippuden Ultimate Ninja Storm 4: Road to Boruto,,
Sousei no Onmyouji,,
Summer Lesson: Miyamoto Hikari Collection,,
One Piece: Unlimited World Red Deluxe Edition,,
Sword Art Online: Hollow Realization,,
Digimon Story: Cyber Sleuth - Hacker's Memory,,
